MRNT_CD, MRNT_CD_NM, AGGR_YMDHMS
N1,강릉선,20191017000000
C3,인천공T2,20191017000000
P2,평택삼각선,20191017000000
S2,대전선,20191017000000
HQ,광주송북연,20191017000000
88,경전선,20191017000000
04,전라선,20191017000000
06,경인선,20191017000000
11,경의선,20191017000000
24,일산선,20191017000000
S6,북영주삼각,20191017000000
65,태백선,20191017000000
S5,북송정삼각,20191017000000
1J,이문기지선,20191017000000
1L,노원창동선,20191017000000
C2,용유기지선,20191017000000
HR,건천연결선,20191017000000
GB,부산전기지,20191017000000
97,경부2선,20191017000000
HB,대전북연결,20191017000000
H1,경부고속선,20191017000000
08,장항선,20191017000000
03,호남선,20191017000000
SB,구로삼각선,20191017000000
1B,수색선,20191017000000
18,남부화물기,20191017000000
31,문경선,20191017000000
43,신동화물선,20191017000000
87,우암선,20191017000000
74,덕산선,20191017000000
95,지하5호,20191017000000
1T,시흥기지2,20191017000000
1E,수서기지선,20191017000000
C1,공항철도,20191017000000
25,경강_전철,20191017000000
26,부발기지선,20191017000000
23,분당선,20191017000000
P1,평택선,20191017000000
1U,대전기지선,20191017000000
83,대구선,20191017000000
H2,호남고속선,20191017000000
90,지하1호,20191017000000
15,교외선,20191017000000
34,강경선,20191017000000
38,광주선,20191017000000
51,여천선,20191017000000
53,광양항선,20191017000000
S8,금장삼각선,20191017000000
54,포항제철선,20191017000000
8A,신경전선,20191017000000
91,지하2호,20191017000000
93,지하3호,20191017000000
94,지하4호,20191017000000
HC,대전남연결,20191017000000
HK,오송기지선,20191017000000
SL,수색직결,20191017000000
HP,익산남연결,20191017000000
SE,강릉삼각선,20191017000000
98,경부3선,20191017000000
HD,대구북연결,20191017000000
SD,전경삼각선,20191017000000
41,북전주선,20191017000000
62,함백선,20191017000000
85,부전선,20191017000000
81,진해선,20191017000000
86,양산화물선,20191017000000
1P,문산기지선,20191017000000
1F,구로기지선,20191017000000
1N,성북기지선,20191017000000
56,신광양항선,20191017000000
HL,고모기지선,20191017000000
10,수인선1,20191017000000
P3,숙성기지선,20191017000000
GT,경강삼각선,20191017000000
S9,천안직결선,20191017000000
05,충북선,20191017000000
HO,익산북연결,20191017000000
S1,오송선,20191017000000
1C,삼송지축선,20191017000000
32,군산화물선,20191017000000
S3,태백삼각선,20191017000000
60,영동선,20191017000000
84,가야선,20191017000000
79,괴동선,20191017000000
HM,부산북연결,20191017000000
HJ,대구남연결,20191017000000
8B,동해선,20191017000000
1W,안산입고선,20191017000000
H3,수서평택선,20191017000000
01,경부선,20191017000000
SA,제천조차장,20191017000000
99,경인직통선,20191017000000
HN,행신선,20191017000000
14,경춘선,20191017000000
21,안산선,20191017000000
1D,구파발지축,20191017000000
35,가은선,20191017000000
75,동해남부선,20191017000000
78,울산항선,20191017000000
22,과천선,20191017000000
1I,군자기지선,20191017000000
1K,창동기지선,20191017000000
HA,시흥연결선,20191017000000
HE,고양기지선,20191017000000
57,부산신항선,20191017000000
73,동해북부선,20191017000000
P4,평택직결선,20191017000000
1V,강릉기지선,20191017000000
36,영일만항선,20191017000000
00,미소속선,20191017000000
55,경부동해선,20191018000000
30,경북선,20191018000000
17,효창선,20191018000000
SC,용산삼각선,20191018000000
19,남포선,20191018000000
20,서천화력선,20191018000000
33,옥구선,20191018000000
37,장성화물선,20191018000000
52,광양제철선,20191018000000
68,묵호항선,20191018000000
63,삼척선,20191018000000
69,북평선,20191018000000
89,범일선,20191018000000
02,중앙선,20191018000000
1G,병점기지선,20191018000000
HG,행신고양선,20191018000000
HF,부산기지선,20191018000000
HH,광명기지선,20191018000000
1R,평내기지선,20191018000000
1S,용문기지선,20191018000000
27,서해선,20191018000000
09,장항화물선,20191018000000
12,용산선,20191018000000
16,망우선,20191018000000
1A,분당기지선,20191018000000
40,대불선,20191018000000
42,부강화물선,20191018000000
61,정선선,20191018000000
76,온산선,20191018000000
77,장생포선,20191018000000
S7,영천삼각선,20191018000000
80,미전선,20191018000000
1Q,병점기지2,20191018000000
1M,창동성북선,20191018000000
1H,시흥기지선,20191018000000
58,신항북선,20191018000000
13,경원선,20191018000000
59,신항남선,20191018000000
HS,광주기지선,20191018000000
1X,안산출고선,20191018000000
N1,강릉선,20191018000000
C3,인천공T2,20191018000000
P2,평택삼각선,20191018000000
S2,대전선,20191018000000
HQ,광주송북연,20191018000000
88,경전선,20191018000000
04,전라선,20191018000000
06,경인선,20191018000000
11,경의선,20191018000000
24,일산선,20191018000000
S6,북영주삼각,20191018000000
65,태백선,20191018000000
S5,북송정삼각,20191018000000
1J,이문기지선,20191018000000
1L,노원창동선,20191018000000
C2,용유기지선,20191018000000
HR,건천연결선,20191018000000
GB,부산전기지,20191018000000
97,경부2선,20191018000000
HB,대전북연결,20191018000000
H1,경부고속선,20191018000000
08,장항선,20191018000000
03,호남선,20191018000000
SB,구로삼각선,20191018000000
1B,수색선,20191018000000
18,남부화물기,20191018000000
31,문경선,20191018000000
43,신동화물선,20191018000000
87,우암선,20191018000000
74,덕산선,20191018000000
95,지하5호,20191018000000
1T,시흥기지2,20191018000000
1E,수서기지선,20191018000000
C1,공항철도,20191018000000
25,경강_전철,20191018000000
26,부발기지선,20191018000000
23,분당선,20191018000000
P1,평택선,20191018000000
1U,대전기지선,20191018000000
83,대구선,20191018000000
H2,호남고속선,20191018000000
90,지하1호,20191018000000
15,교외선,20191018000000
34,강경선,20191018000000
38,광주선,20191018000000
51,여천선,20191018000000
53,광양항선,20191018000000
S8,금장삼각선,20191018000000
54,포항제철선,20191018000000
8A,신경전선,20191018000000
91,지하2호,20191018000000
93,지하3호,20191018000000
94,지하4호,20191018000000
HC,대전남연결,20191018000000
HK,오송기지선,20191018000000
SL,수색직결,20191018000000
HP,익산남연결,20191018000000
SE,강릉삼각선,20191018000000
98,경부3선,20191018000000
HD,대구북연결,20191018000000
SD,전경삼각선,20191018000000
41,북전주선,20191018000000
62,함백선,20191018000000
85,부전선,20191018000000
81,진해선,20191018000000
86,양산화물선,20191018000000
1P,문산기지선,20191018000000
1F,구로기지선,20191018000000
1N,성북기지선,20191018000000
56,신광양항선,20191018000000
HL,고모기지선,20191018000000
10,수인선1,20191018000000
P3,숙성기지선,20191018000000
GT,경강삼각선,20191018000000
S9,천안직결선,20191018000000
05,충북선,20191018000000
HO,익산북연결,20191018000000
S1,오송선,20191018000000
1C,삼송지축선,20191018000000
32,군산화물선,20191018000000
S3,태백삼각선,20191018000000
60,영동선,20191018000000
84,가야선,20191018000000
79,괴동선,20191018000000
HM,부산북연결,20191018000000
HJ,대구남연결,20191018000000
8B,동해선,20191018000000
1W,안산입고선,20191018000000
H3,수서평택선,20191018000000
01,경부선,20191018000000
SA,제천조차장,20191018000000
99,경인직통선,20191018000000
HN,행신선,20191018000000
14,경춘선,20191018000000
21,안산선,20191018000000
1D,구파발지축,20191018000000
35,가은선,20191018000000
75,동해남부선,20191018000000
78,울산항선,20191018000000
22,과천선,20191018000000
1I,군자기지선,20191018000000
1K,창동기지선,20191018000000
HA,시흥연결선,20191018000000
HE,고양기지선,20191018000000
57,부산신항선,20191018000000
73,동해북부선,20191018000000
P4,평택직결선,20191018000000
1V,강릉기지선,20191018000000
36,영일만항선,20191018000000
00,미소속선,20191018000000
55,경부동해선,20191019000000
30,경북선,20191019000000
17,효창선,20191019000000
SC,용산삼각선,20191019000000
19,남포선,20191019000000
20,서천화력선,20191019000000
33,옥구선,20191019000000
37,장성화물선,20191019000000
52,광양제철선,20191019000000
68,묵호항선,20191019000000
63,삼척선,20191019000000
69,북평선,20191019000000
89,범일선,20191019000000
02,중앙선,20191019000000
1G,병점기지선,20191019000000
HG,행신고양선,20191019000000
HF,부산기지선,20191019000000
HH,광명기지선,20191019000000
1R,평내기지선,20191019000000
1S,용문기지선,20191019000000
27,서해선,20191019000000
09,장항화물선,20191019000000
12,용산선,20191019000000
16,망우선,20191019000000
1A,분당기지선,20191019000000
40,대불선,20191019000000
42,부강화물선,20191019000000
61,정선선,20191019000000
76,온산선,20191019000000
77,장생포선,20191019000000
S7,영천삼각선,20191019000000
80,미전선,20191019000000
1Q,병점기지2,20191019000000
1M,창동성북선,20191019000000
1H,시흥기지선,20191019000000
58,신항북선,20191019000000
13,경원선,20191019000000
59,신항남선,20191019000000
HS,광주기지선,20191019000000
1X,안산출고선,20191019000000
N1,강릉선,20191019000000
C3,인천공T2,20191019000000
P2,평택삼각선,20191019000000
S2,대전선,20191019000000
HQ,광주송북연,20191019000000
88,경전선,20191019000000
04,전라선,20191019000000
06,경인선,20191019000000
11,경의선,20191019000000
24,일산선,20191019000000
S6,북영주삼각,20191019000000
65,태백선,20191019000000
S5,북송정삼각,20191019000000
1J,이문기지선,20191019000000
1L,노원창동선,20191019000000
C2,용유기지선,20191019000000
HR,건천연결선,20191019000000
GB,부산전기지,20191019000000
97,경부2선,20191019000000
HB,대전북연결,20191019000000
H1,경부고속선,20191019000000
08,장항선,20191019000000
03,호남선,20191019000000
SB,구로삼각선,20191019000000
1B,수색선,20191019000000
18,남부화물기,20191019000000
31,문경선,20191019000000
43,신동화물선,20191019000000
87,우암선,20191019000000
74,덕산선,20191019000000
95,지하5호,20191019000000
1T,시흥기지2,20191019000000
1E,수서기지선,20191019000000
C1,공항철도,20191019000000
25,경강_전철,20191019000000
26,부발기지선,20191019000000
23,분당선,20191019000000
P1,평택선,20191019000000
1U,대전기지선,20191019000000
83,대구선,20191019000000
H2,호남고속선,20191019000000
90,지하1호,20191019000000
15,교외선,20191019000000
34,강경선,20191019000000
38,광주선,20191019000000
51,여천선,20191019000000
53,광양항선,20191019000000
S8,금장삼각선,20191019000000
54,포항제철선,20191019000000
8A,신경전선,20191019000000
91,지하2호,20191019000000
93,지하3호,20191019000000
94,지하4호,20191019000000
HC,대전남연결,20191019000000
HK,오송기지선,20191019000000
SL,수색직결,20191019000000
HP,익산남연결,20191019000000
SE,강릉삼각선,20191019000000
98,경부3선,20191019000000
HD,대구북연결,20191019000000
SD,전경삼각선,20191019000000
41,북전주선,20191019000000
62,함백선,20191019000000
85,부전선,20191019000000
81,진해선,20191019000000
86,양산화물선,20191019000000
1P,문산기지선,20191019000000
1F,구로기지선,20191019000000
1N,성북기지선,20191019000000
56,신광양항선,20191019000000
HL,고모기지선,20191019000000
10,수인선1,20191019000000
P3,숙성기지선,20191019000000
GT,경강삼각선,20191019000000
S9,천안직결선,20191019000000
05,충북선,20191019000000
HO,익산북연결,20191019000000
S1,오송선,20191019000000
1C,삼송지축선,20191019000000
32,군산화물선,20191019000000
S3,태백삼각선,20191019000000
60,영동선,20191019000000
84,가야선,20191019000000
79,괴동선,20191019000000
HM,부산북연결,20191019000000
HJ,대구남연결,20191019000000
8B,동해선,20191019000000
1W,안산입고선,20191019000000
H3,수서평택선,20191019000000
01,경부선,20191019000000
SA,제천조차장,20191019000000
99,경인직통선,20191019000000
HN,행신선,20191019000000
14,경춘선,20191019000000
21,안산선,20191019000000
1D,구파발지축,20191019000000
35,가은선,20191019000000
75,동해남부선,20191019000000
78,울산항선,20191019000000
22,과천선,20191019000000
1I,군자기지선,20191019000000
1K,창동기지선,20191019000000
HA,시흥연결선,20191019000000
HE,고양기지선,20191019000000
57,부산신항선,20191019000000
73,동해북부선,20191019000000
P4,평택직결선,20191019000000
1V,강릉기지선,20191019000000
36,영일만항선,20191019000000
00,미소속선,20191019000000
55,경부동해선,20191020000000
30,경북선,20191020000000
17,효창선,20191020000000
SC,용산삼각선,20191020000000
19,남포선,20191020000000
20,서천화력선,20191020000000
33,옥구선,20191020000000
37,장성화물선,20191020000000
52,광양제철선,20191020000000
68,묵호항선,20191020000000
63,삼척선,20191020000000
69,북평선,20191020000000
89,범일선,20191020000000
02,중앙선,20191020000000
1G,병점기지선,20191020000000
HG,행신고양선,20191020000000
HF,부산기지선,20191020000000
HH,광명기지선,20191020000000
1R,평내기지선,20191020000000
1S,용문기지선,20191020000000
27,서해선,20191020000000
09,장항화물선,20191020000000
12,용산선,20191020000000
16,망우선,20191020000000
1A,분당기지선,20191020000000
40,대불선,20191020000000
42,부강화물선,20191020000000
61,정선선,20191020000000
76,온산선,20191020000000
77,장생포선,20191020000000
S7,영천삼각선,20191020000000
80,미전선,20191020000000
1Q,병점기지2,20191020000000
1M,창동성북선,20191020000000
1H,시흥기지선,20191020000000
58,신항북선,20191020000000
13,경원선,20191020000000
59,신항남선,20191020000000
HS,광주기지선,20191020000000
1X,안산출고선,20191020000000
N1,강릉선,20191020000000
C3,인천공T2,20191020000000
P2,평택삼각선,20191020000000
S2,대전선,20191020000000
HQ,광주송북연,20191020000000
88,경전선,20191020000000
04,전라선,20191020000000
06,경인선,20191020000000
11,경의선,20191020000000
24,일산선,20191020000000
S6,북영주삼각,20191020000000
65,태백선,20191020000000
S5,북송정삼각,20191020000000
1J,이문기지선,20191020000000
1L,노원창동선,20191020000000
C2,용유기지선,20191020000000
HR,건천연결선,20191020000000
GB,부산전기지,20191020000000
97,경부2선,20191020000000
HB,대전북연결,20191020000000
H1,경부고속선,20191020000000
08,장항선,20191020000000
03,호남선,20191020000000
SB,구로삼각선,20191020000000
1B,수색선,20191020000000
18,남부화물기,20191020000000
31,문경선,20191020000000
43,신동화물선,20191020000000
87,우암선,20191020000000
74,덕산선,20191020000000
95,지하5호,20191020000000
1T,시흥기지2,20191020000000
1E,수서기지선,20191020000000
C1,공항철도,20191020000000
25,경강_전철,20191020000000
26,부발기지선,20191020000000
23,분당선,20191020000000
P1,평택선,20191020000000
1U,대전기지선,20191020000000
83,대구선,20191020000000
H2,호남고속선,20191020000000
90,지하1호,20191020000000
15,교외선,20191020000000
34,강경선,20191020000000
38,광주선,20191020000000
51,여천선,20191020000000
53,광양항선,20191020000000
S8,금장삼각선,20191020000000
54,포항제철선,20191020000000
8A,신경전선,20191020000000
91,지하2호,20191020000000
93,지하3호,20191020000000
94,지하4호,20191020000000
HC,대전남연결,20191020000000
HK,오송기지선,20191020000000
SL,수색직결,20191020000000
HP,익산남연결,20191020000000
SE,강릉삼각선,20191020000000
98,경부3선,20191020000000
HD,대구북연결,20191020000000
SD,전경삼각선,20191020000000
41,북전주선,20191020000000
62,함백선,20191020000000
85,부전선,20191020000000
81,진해선,20191020000000
86,양산화물선,20191020000000
1P,문산기지선,20191020000000
1F,구로기지선,20191020000000
1N,성북기지선,20191020000000
56,신광양항선,20191020000000
HL,고모기지선,20191020000000
10,수인선1,20191020000000
P3,숙성기지선,20191020000000
GT,경강삼각선,20191020000000
S9,천안직결선,20191020000000
05,충북선,20191020000000
HO,익산북연결,20191020000000
S1,오송선,20191020000000
1C,삼송지축선,20191020000000
32,군산화물선,20191020000000
S3,태백삼각선,20191020000000
60,영동선,20191020000000
84,가야선,20191020000000
79,괴동선,20191020000000
HM,부산북연결,20191020000000
HJ,대구남연결,20191020000000
8B,동해선,20191020000000
1W,안산입고선,20191020000000
H3,수서평택선,20191020000000
01,경부선,20191020000000
SA,제천조차장,20191020000000
99,경인직통선,20191020000000
HN,행신선,20191020000000
14,경춘선,20191020000000
21,안산선,20191020000000
1D,구파발지축,20191020000000
35,가은선,20191020000000
75,동해남부선,20191020000000
78,울산항선,20191020000000
22,과천선,20191020000000
1I,군자기지선,20191020000000
1K,창동기지선,20191020000000
HA,시흥연결선,20191020000000
HE,고양기지선,20191020000000
57,부산신항선,20191020000000
73,동해북부선,20191020000000
P4,평택직결선,20191020000000
1V,강릉기지선,20191020000000
36,영일만항선,20191020000000
00,미소속선,20191020000000
55,경부동해선,20191021000000
30,경북선,20191021000000
17,효창선,20191021000000
SC,용산삼각선,20191021000000
19,남포선,20191021000000
20,서천화력선,20191021000000
33,옥구선,20191021000000
37,장성화물선,20191021000000
52,광양제철선,20191021000000
68,묵호항선,20191021000000
63,삼척선,20191021000000
69,북평선,20191021000000
89,범일선,20191021000000
02,중앙선,20191021000000
1G,병점기지선,20191021000000
HG,행신고양선,20191021000000
HF,부산기지선,20191021000000
HH,광명기지선,20191021000000
1R,평내기지선,20191021000000
1S,용문기지선,20191021000000
27,서해선,20191021000000
09,장항화물선,20191021000000
12,용산선,20191021000000
16,망우선,20191021000000
1A,분당기지선,20191021000000
40,대불선,20191021000000
42,부강화물선,20191021000000
61,정선선,20191021000000
76,온산선,20191021000000
77,장생포선,20191021000000
S7,영천삼각선,20191021000000
80,미전선,20191021000000
1Q,병점기지2,20191021000000
1M,창동성북선,20191021000000
1H,시흥기지선,20191021000000
58,신항북선,20191021000000
13,경원선,20191021000000
59,신항남선,20191021000000
HS,광주기지선,20191021000000
1X,안산출고선,20191021000000
N1,강릉선,20191021000000
C3,인천공T2,20191021000000
P2,평택삼각선,20191021000000
S2,대전선,20191021000000
HQ,광주송북연,20191021000000
88,경전선,20191021000000
04,전라선,20191021000000
06,경인선,20191021000000
11,경의선,20191021000000
24,일산선,20191021000000
S6,북영주삼각,20191021000000
65,태백선,20191021000000
S5,북송정삼각,20191021000000
1J,이문기지선,20191021000000
1L,노원창동선,20191021000000
C2,용유기지선,20191021000000
HR,건천연결선,20191021000000
GB,부산전기지,20191021000000
97,경부2선,20191021000000
HB,대전북연결,20191021000000
H1,경부고속선,20191021000000
08,장항선,20191021000000
03,호남선,20191021000000
SB,구로삼각선,20191021000000
1B,수색선,20191021000000
18,남부화물기,20191021000000
31,문경선,20191021000000
43,신동화물선,20191021000000
87,우암선,20191021000000
74,덕산선,20191021000000
95,지하5호,20191021000000
1T,시흥기지2,20191021000000
1E,수서기지선,20191021000000
C1,공항철도,20191021000000
25,경강_전철,20191021000000
26,부발기지선,20191021000000
23,분당선,20191021000000
P1,평택선,20191021000000
1U,대전기지선,20191021000000
83,대구선,20191021000000
H2,호남고속선,20191021000000
90,지하1호,20191021000000
15,교외선,20191021000000
34,강경선,20191021000000
38,광주선,20191021000000
51,여천선,20191021000000
53,광양항선,20191021000000
S8,금장삼각선,20191021000000
54,포항제철선,20191021000000
8A,신경전선,20191021000000
91,지하2호,20191021000000
93,지하3호,20191021000000
94,지하4호,20191021000000
HC,대전남연결,20191021000000
HK,오송기지선,20191021000000
SL,수색직결,20191021000000
HP,익산남연결,20191021000000
SE,강릉삼각선,20191021000000
98,경부3선,20191021000000
HD,대구북연결,20191021000000
SD,전경삼각선,20191021000000
41,북전주선,20191021000000
62,함백선,20191021000000
85,부전선,20191021000000
81,진해선,20191021000000
86,양산화물선,20191021000000
1P,문산기지선,20191021000000
1F,구로기지선,20191021000000
1N,성북기지선,20191021000000
56,신광양항선,20191021000000
HL,고모기지선,20191021000000
10,수인선1,20191021000000
P3,숙성기지선,20191021000000
GT,경강삼각선,20191021000000
S9,천안직결선,20191021000000
05,충북선,20191021000000
HO,익산북연결,20191021000000
S1,오송선,20191021000000
1C,삼송지축선,20191021000000
32,군산화물선,20191021000000
S3,태백삼각선,20191021000000
60,영동선,20191021000000
84,가야선,20191021000000
79,괴동선,20191021000000
HM,부산북연결,20191021000000
HJ,대구남연결,20191021000000
8B,동해선,20191021000000
1W,안산입고선,20191021000000
H3,수서평택선,20191021000000
01,경부선,20191021000000
SA,제천조차장,20191021000000
99,경인직통선,20191021000000
HN,행신선,20191021000000
14,경춘선,20191021000000
21,안산선,20191021000000
1D,구파발지축,20191021000000
35,가은선,20191021000000
75,동해남부선,20191021000000
78,울산항선,20191021000000
22,과천선,20191021000000
1I,군자기지선,20191021000000
1K,창동기지선,20191021000000
HA,시흥연결선,20191021000000
HE,고양기지선,20191021000000
57,부산신항선,20191021000000
73,동해북부선,20191021000000
P4,평택직결선,20191021000000
1V,강릉기지선,20191021000000
36,영일만항선,20191021000000
00,미소속선,20191021000000
55,경부동해선,20191022000000
30,경북선,20191022000000
17,효창선,20191022000000
SC,용산삼각선,20191022000000
19,남포선,20191022000000
20,서천화력선,20191022000000
33,옥구선,20191022000000
37,장성화물선,20191022000000
52,광양제철선,20191022000000
68,묵호항선,20191022000000
63,삼척선,20191022000000
69,북평선,20191022000000
89,범일선,20191022000000
02,중앙선,20191022000000
1G,병점기지선,20191022000000
HG,행신고양선,20191022000000
HF,부산기지선,20191022000000
HH,광명기지선,20191022000000
1R,평내기지선,20191022000000
1S,용문기지선,20191022000000
27,서해선,20191022000000
09,장항화물선,20191022000000
12,용산선,20191022000000
16,망우선,20191022000000
1A,분당기지선,20191022000000
40,대불선,20191022000000
42,부강화물선,20191022000000
61,정선선,20191022000000
76,온산선,20191022000000
77,장생포선,20191022000000
S7,영천삼각선,20191022000000
80,미전선,20191022000000
1Q,병점기지2,20191022000000
1M,창동성북선,20191022000000
1H,시흥기지선,20191022000000
58,신항북선,20191022000000
13,경원선,20191022000000
59,신항남선,20191022000000
HS,광주기지선,20191022000000
1X,안산출고선,20191022000000
N1,강릉선,20191022000000
C3,인천공T2,20191022000000
P2,평택삼각선,20191022000000
S2,대전선,20191022000000
HQ,광주송북연,20191022000000
88,경전선,20191022000000
04,전라선,20191022000000
06,경인선,20191022000000
11,경의선,20191022000000
24,일산선,20191022000000
S6,북영주삼각,20191022000000
65,태백선,20191022000000
S5,북송정삼각,20191022000000
1J,이문기지선,20191022000000
1L,노원창동선,20191022000000
C2,용유기지선,20191022000000
HR,건천연결선,20191022000000
GB,부산전기지,20191022000000
97,경부2선,20191022000000
HB,대전북연결,20191022000000
H1,경부고속선,20191022000000
08,장항선,20191022000000
03,호남선,20191022000000
SB,구로삼각선,20191022000000
1B,수색선,20191022000000
18,남부화물기,20191022000000
31,문경선,20191022000000
43,신동화물선,20191022000000
87,우암선,20191022000000
74,덕산선,20191022000000
95,지하5호,20191022000000
1T,시흥기지2,20191022000000
1E,수서기지선,20191022000000
C1,공항철도,20191022000000
25,경강_전철,20191022000000
26,부발기지선,20191022000000
23,분당선,20191022000000
P1,평택선,20191022000000
1U,대전기지선,20191022000000
83,대구선,20191022000000
H2,호남고속선,20191022000000
90,지하1호,20191022000000
15,교외선,20191022000000
34,강경선,20191022000000
38,광주선,20191022000000
51,여천선,20191022000000
53,광양항선,20191022000000
S8,금장삼각선,20191022000000
54,포항제철선,20191022000000
8A,신경전선,20191022000000
91,지하2호,20191022000000
93,지하3호,20191022000000
94,지하4호,20191022000000
HC,대전남연결,20191022000000
HK,오송기지선,20191022000000
SL,수색직결,20191022000000
HP,익산남연결,20191022000000
SE,강릉삼각선,20191022000000
98,경부3선,20191022000000
HD,대구북연결,20191022000000
SD,전경삼각선,20191022000000
41,북전주선,20191022000000
62,함백선,20191022000000
85,부전선,20191022000000
81,진해선,20191022000000
86,양산화물선,20191022000000
1P,문산기지선,20191022000000
1F,구로기지선,20191022000000
1N,성북기지선,20191022000000
56,신광양항선,20191022000000
HL,고모기지선,20191022000000
10,수인선1,20191022000000
P3,숙성기지선,20191022000000
GT,경강삼각선,20191022000000
S9,천안직결선,20191022000000
05,충북선,20191022000000
HO,익산북연결,20191022000000
S1,오송선,20191022000000
1C,삼송지축선,20191022000000
32,군산화물선,20191022000000
S3,태백삼각선,20191022000000
60,영동선,20191022000000
84,가야선,20191022000000
79,괴동선,20191022000000
HM,부산북연결,20191022000000
HJ,대구남연결,20191022000000
8B,동해선,20191022000000
1W,안산입고선,20191022000000
H3,수서평택선,20191022000000
01,경부선,20191022000000
SA,제천조차장,20191022000000
99,경인직통선,20191022000000
HN,행신선,20191022000000
14,경춘선,20191022000000
21,안산선,20191022000000
1D,구파발지축,20191022000000
35,가은선,20191022000000
75,동해남부선,20191022000000
78,울산항선,20191022000000
22,과천선,20191022000000
1I,군자기지선,20191022000000
1K,창동기지선,20191022000000
HA,시흥연결선,20191022000000
HE,고양기지선,20191022000000
57,부산신항선,20191022000000
73,동해북부선,20191022000000
P4,평택직결선,20191022000000
1V,강릉기지선,20191022000000
36,영일만항선,20191022000000
00,미소속선,20191022000000
55,경부동해선,20191023000000
30,경북선,20191023000000
17,효창선,20191023000000
SC,용산삼각선,20191023000000
19,남포선,20191023000000
20,서천화력선,20191023000000
33,옥구선,20191023000000
37,장성화물선,20191023000000
52,광양제철선,20191023000000
68,묵호항선,20191023000000
63,삼척선,20191023000000
69,북평선,20191023000000
89,범일선,20191023000000
02,중앙선,20191023000000
1G,병점기지선,20191023000000
HG,행신고양선,20191023000000
HF,부산기지선,20191023000000
HH,광명기지선,20191023000000
1R,평내기지선,20191023000000
1S,용문기지선,20191023000000
27,서해선,20191023000000
09,장항화물선,20191023000000
12,용산선,20191023000000
16,망우선,20191023000000
1A,분당기지선,20191023000000
40,대불선,20191023000000
42,부강화물선,20191023000000
61,정선선,20191023000000
76,온산선,20191023000000
77,장생포선,20191023000000
S7,영천삼각선,20191023000000
80,미전선,20191023000000
1Q,병점기지2,20191023000000
1M,창동성북선,20191023000000
1H,시흥기지선,20191023000000
58,신항북선,20191023000000
13,경원선,20191023000000
59,신항남선,20191023000000
HS,광주기지선,20191023000000
1X,안산출고선,20191023000000
N1,강릉선,20191023000000
C3,인천공T2,20191023000000
P2,평택삼각선,20191023000000
S2,대전선,20191023000000
HQ,광주송북연,20191023000000
88,경전선,20191023000000
04,전라선,20191023000000
06,경인선,20191023000000
11,경의선,20191023000000
24,일산선,20191023000000
S6,북영주삼각,20191023000000
65,태백선,20191023000000
S5,북송정삼각,20191023000000
1J,이문기지선,20191023000000
1L,노원창동선,20191023000000
C2,용유기지선,20191023000000
HR,건천연결선,20191023000000
GB,부산전기지,20191023000000
97,경부2선,20191023000000
HB,대전북연결,20191023000000
H1,경부고속선,20191023000000
08,장항선,20191023000000
03,호남선,20191023000000
SB,구로삼각선,20191023000000
1B,수색선,20191023000000
18,남부화물기,20191023000000
31,문경선,20191023000000
43,신동화물선,20191023000000
87,우암선,20191023000000
74,덕산선,20191023000000
95,지하5호,20191023000000
1T,시흥기지2,20191023000000
1E,수서기지선,20191023000000
C1,공항철도,20191023000000
25,경강_전철,20191023000000
26,부발기지선,20191023000000
23,분당선,20191023000000
P1,평택선,20191023000000
1U,대전기지선,20191023000000
83,대구선,20191023000000
H2,호남고속선,20191023000000
90,지하1호,20191023000000
15,교외선,20191023000000
34,강경선,20191023000000
38,광주선,20191023000000
51,여천선,20191023000000
53,광양항선,20191023000000
S8,금장삼각선,20191023000000
54,포항제철선,20191023000000
8A,신경전선,20191023000000
91,지하2호,20191023000000
93,지하3호,20191023000000
94,지하4호,20191023000000
HC,대전남연결,20191023000000
HK,오송기지선,20191023000000
SL,수색직결,20191023000000
HP,익산남연결,20191023000000
SE,강릉삼각선,20191023000000
98,경부3선,20191023000000
HD,대구북연결,20191023000000
SD,전경삼각선,20191023000000
41,북전주선,20191023000000
62,함백선,20191023000000
85,부전선,20191023000000
81,진해선,20191023000000
86,양산화물선,20191023000000
1P,문산기지선,20191023000000
1F,구로기지선,20191023000000
1N,성북기지선,20191023000000
56,신광양항선,20191023000000
HL,고모기지선,20191023000000
10,수인선1,20191023000000
P3,숙성기지선,20191023000000
GT,경강삼각선,20191023000000
S9,천안직결선,20191023000000
05,충북선,20191023000000
HO,익산북연결,20191023000000
S1,오송선,20191023000000
1C,삼송지축선,20191023000000
32,군산화물선,20191023000000
S3,태백삼각선,20191023000000
60,영동선,20191023000000
84,가야선,20191023000000
79,괴동선,20191023000000
HM,부산북연결,20191023000000
HJ,대구남연결,20191023000000
8B,동해선,20191023000000
1W,안산입고선,20191023000000
H3,수서평택선,20191023000000
01,경부선,20191023000000
SA,제천조차장,20191023000000
99,경인직통선,20191023000000
HN,행신선,20191023000000
14,경춘선,20191023000000
21,안산선,20191023000000
1D,구파발지축,20191023000000
35,가은선,20191023000000
75,동해남부선,20191023000000
78,울산항선,20191023000000
22,과천선,20191023000000
1I,군자기지선,20191023000000
1K,창동기지선,20191023000000
HA,시흥연결선,20191023000000
HE,고양기지선,20191023000000
57,부산신항선,20191023000000
73,동해북부선,20191023000000
P4,평택직결선,20191023000000
1V,강릉기지선,20191023000000
